subplot_id,species_id,first_year,first_census,current_year,current_census,count
S1797_1S,PGL,2007,2,2007,2,11
S1797_1S,PGL,2007,2,2007,3,4
S1797_1S,PGL,2007,2,2007,4,1
S1797_1S,TOC,2017,2,2017,2,3
S1797_1S,TOC,2017,2,2017,3,1
S1797_1S,TOC,2017,2,2017,4,1
S1797_1S,TOC,2014,2,2014,2,2
S1797_1S,TOC,2014,2,2014,3,1
S1797_1S,TOC,2014,2,2014,4,0
S1797_1S,TOC,2014,3,2014,3,8
S1797_1S,TOC,2014,3,2014,4,1
S1797_1S,TOC,2011,3,2011,3,1
S1797_1S,TOC,2011,3,2011,4,1
S1797_1S,TOC,2007,2,2007,2,4
S1797_1S,TOC,2007,2,2007,3,3
S1797_1S,TOC,2007,2,2007,4,0
S1797_1S,TOC,2007,3,2007,3,2
S1797_1S,TOC,2007,3,2007,4,1
S1797_2N,TCA,2012,2,2012,2,1
S1797_2N,TCA,2012,2,2012,3,1
S1797_2N,TCA,2012,2,2012,4,1
S1797_2N,PTR,2018,2,2018,2,5
S1797_2N,PTR,2018,2,2018,3,5
S1797_2N,PTR,2018,2,2018,4,4
S1797_2N,PTR,2017,3,2017,3,1
S1797_2N,PTR,2017,3,2017,4,1
S1797_2N,PTR,2017,4,2017,4,1
S1797_2N,PTR,2013,4,2013,4,1
S1797_2N,PTR,2011,2,2011,2,3
S1797_2N,PTR,2011,2,2011,3,1
S1797_2N,PTR,2011,2,2011,4,1
S1797_2N,PTR,2010,3,2010,3,1
S1797_2N,PTR,2010,3,2010,4,0
S1797_2N,PTR,2009,2,2009,2,2
S1797_2N,PTR,2009,2,2009,3,1
S1797_2N,PTR,2009,2,2009,4,0
S1797_2N,ABA,2018,3,2018,3,1
S1797_2N,ABA,2018,3,2018,4,0
S1797_2N,ABA,2017,2,2017,2,4
S1797_2N,ABA,2017,2,2017,3,1
S1797_2N,ABA,2017,2,2017,4,0
S1797_2N,ABA,2014,2,2014,2,6
S1797_2N,ABA,2014,2,2014,3,5
S1797_2N,ABA,2014,2,2014,4,2
S1797_2N,ABA,2014,3,2014,3,1
S1797_2N,ABA,2014,3,2014,4,1
S1797_2N,ABA,2007,2,2007,2,4
S1797_2N,ABA,2007,2,2007,3,4
S1797_2N,ABA,2007,2,2007,4,2
S1797_2N,ABA,2007,3,2007,3,1
S1797_2N,ABA,2007,3,2007,4,1
S1797_2N,PGL,2007,2,2007,2,3
S1797_2N,PGL,2007,2,2007,3,2
S1797_2N,PGL,2007,2,2007,4,0
S1797_2N,TOC,2017,1,2017,1,1
S1797_2N,TOC,2017,1,2017,2,0
S1797_2N,TOC,2014,3,2014,3,9
S1797_2N,TOC,2014,3,2014,4,3
S1797_2N,TOC,2011,3,2011,3,3
S1797_2N,TOC,2011,3,2011,4,0
S1797_2N,TOC,2007,2,2007,2,1
S1797_2N,TOC,2007,2,2007,3,1
S1797_2N,TOC,2007,2,2007,4,0
S1797_2S,BPA,2016,3,2016,3,3
S1797_2S,BPA,2016,3,2016,4,2
S1797_2S,BPA,2016,4,2016,4,1
S1797_2S,BPA,2015,3,2015,3,2
S1797_2S,BPA,2015,3,2015,4,2
S1797_2S,BPA,2007,3,2007,3,3
S1797_2S,BPA,2007,3,2007,4,0
S1797_2S,PTR,2018,2,2018,2,2
S1797_2S,PTR,2018,2,2018,3,2
S1797_2S,PTR,2018,2,2018,4,0
S1797_2S,PTR,2016,2,2016,2,1
S1797_2S,PTR,2016,2,2016,3,1
S1797_2S,PTR,2016,2,2016,4,1
S1797_2S,PTR,2014,1,2014,1,1
S1797_2S,PTR,2014,1,2014,2,0
S1797_2S,PTR,2013,2,2013,2,4
S1797_2S,PTR,2013,2,2013,3,2
S1797_2S,PTR,2013,2,2013,4,0
S1797_2S,PTR,2012,1,2012,1,2
S1797_2S,PTR,2012,1,2012,2,2
S1797_2S,PTR,2012,1,2012,3,2
S1797_2S,PTR,2012,1,2012,4,2
S1797_2S,PTR,2012,2,2012,2,1
S1797_2S,PTR,2012,2,2012,3,1
S1797_2S,PTR,2012,2,2012,4,1
S1797_2S,PTR,2011,2,2011,2,6
S1797_2S,PTR,2011,2,2011,3,6
S1797_2S,PTR,2011,2,2011,4,1
S1797_2S,PTR,2010,1,2010,1,1
S1797_2S,PTR,2010,1,2010,2,1
S1797_2S,PTR,2010,1,2010,3,1
S1797_2S,PTR,2010,1,2010,4,1
S1797_2S,PTR,2010,2,2010,2,3
S1797_2S,PTR,2010,2,2010,3,1
S1797_2S,PTR,2010,2,2010,4,1
S1797_2S,PTR,2009,2,2009,2,2
S1797_2S,PTR,2009,2,2009,3,2
S1797_2S,PTR,2009,2,2009,4,2
S1797_2S,ABA,2018,2,2018,2,1
S1797_2S,ABA,2018,2,2018,3,1
S1797_2S,ABA,2018,2,2018,4,1
S1797_2S,ABA,2017,2,2017,2,13
S1797_2S,ABA,2017,2,2017,3,11
S1797_2S,ABA,2017,2,2017,4,10
S1797_2S,ABA,2014,2,2014,2,15
S1797_2S,ABA,2014,2,2014,3,10
S1797_2S,ABA,2014,2,2014,4,7
S1797_2S,ABA,2014,3,2014,3,4
S1797_2S,ABA,2014,3,2014,4,2
S1797_2S,ABA,2012,2,2012,2,3
S1797_2S,ABA,2012,2,2012,3,1
S1797_2S,ABA,2012,2,2012,4,1
S1797_2S,ABA,2007,2,2007,2,8
S1797_2S,ABA,2007,2,2007,3,8
S1797_2S,ABA,2007,2,2007,4,6
S1797_2S,ABA,2007,3,2007,3,2
S1797_2S,ABA,2007,3,2007,4,0
S1797_2S,PGL,2018,2,2018,2,7
S1797_2S,PGL,2018,2,2018,3,4
S1797_2S,PGL,2018,2,2018,4,1
S1797_2S,PGL,2018,3,2018,3,2
S1797_2S,PGL,2018,3,2018,4,1
S1797_2S,PGL,2014,2,2014,2,6
S1797_2S,PGL,2014,2,2014,3,3
S1797_2S,PGL,2014,2,2014,4,3
S1797_2S,PGL,2014,3,2014,3,1
S1797_2S,PGL,2014,3,2014,4,0
S1797_2S,PGL,2011,2,2011,2,3
S1797_2S,PGL,2011,2,2011,3,0
S1797_2S,PGL,2011,2,2011,4,0
S1797_2S,PGL,2007,2,2007,2,8
S1797_2S,PGL,2007,2,2007,3,4
S1797_2S,PGL,2007,2,2007,4,1
S1797_2S,PGL,2007,3,2007,3,1
S1797_2S,PGL,2007,3,2007,4,0
S1797_2S,TOC,2017,2,2017,2,7
S1797_2S,TOC,2017,2,2017,3,2
S1797_2S,TOC,2017,2,2017,4,0
S1797_2S,TOC,2014,2,2014,2,7
S1797_2S,TOC,2014,2,2014,3,2
S1797_2S,TOC,2014,2,2014,4,1
S1797_2S,TOC,2014,3,2014,3,5
S1797_2S,TOC,2014,3,2014,4,1
S1797_2S,TOC,2007,2,2007,2,3
S1797_2S,TOC,2007,2,2007,3,3
S1797_2S,TOC,2007,2,2007,4,0
S1797_2S,TOC,2007,3,2007,3,10
S1797_2S,TOC,2007,3,2007,4,0
S1797_3N,ABA,2017,2,2017,2,13
S1797_3N,ABA,2017,2,2017,3,7
S1797_3N,ABA,2017,2,2017,4,6
S1797_3N,ABA,2014,2,2014,2,17
S1797_3N,ABA,2014,2,2014,3,16
S1797_3N,ABA,2014,2,2014,4,15
S1797_3N,ABA,2014,3,2014,3,3
S1797_3N,ABA,2014,3,2014,4,3
S1797_3N,ABA,2014,4,2014,4,2
S1797_3N,ABA,2012,3,2012,3,1
S1797_3N,ABA,2012,3,2012,4,1
S1797_3N,ABA,2007,2,2007,2,7
S1797_3N,ABA,2007,2,2007,3,7
S1797_3N,ABA,2007,2,2007,4,6
S1797_3N,ABA,2007,3,2007,3,2
S1797_3N,ABA,2007,3,2007,4,0
S1797_3N,PGL,2014,2,2014,2,1
S1797_3N,PGL,2014,2,2014,3,1
S1797_3N,PGL,2014,2,2014,4,0
S1797_3N,PGL,2007,2,2007,2,3
S1797_3N,PGL,2007,2,2007,3,2
S1797_3N,PGL,2007,2,2007,4,0
S1797_3N,TOC,2017,2,2017,2,11
S1797_3N,TOC,2017,2,2017,3,0
S1797_3N,TOC,2015,2,2015,2,1
S1797_3N,TOC,2015,2,2015,3,1
S1797_3N,TOC,2015,2,2015,4,1
S1797_3N,TOC,2014,3,2014,3,14
S1797_3N,TOC,2014,3,2014,4,2
S1797_3N,TOC,2014,4,2014,4,1
S1797_3N,TOC,2011,3,2011,3,5
S1797_3N,TOC,2011,3,2011,4,0
S1797_3N,TOC,2007,2,2007,2,6
S1797_3N,TOC,2007,2,2007,3,1
S1797_3N,TOC,2007,2,2007,4,0
S1797_3S,TCA,2007,2,2007,2,1
S1797_3S,TCA,2007,2,2007,3,1
S1797_3S,TCA,2007,2,2007,4,1
S1797_3S,BPA,2011,2,2011,2,1
S1797_3S,BPA,2011,2,2011,3,1
S1797_3S,BPA,2011,2,2011,4,0
S1797_3S,BPA,2011,3,2011,3,3
S1797_3S,BPA,2011,3,2011,4,2
S1797_3S,BPA,2007,2,2007,2,2
S1797_3S,BPA,2007,2,2007,3,2
S1797_3S,BPA,2007,2,2007,4,1
S1797_3S,BPA,2007,3,2007,3,1
S1797_3S,BPA,2007,3,2007,4,0
S1797_3S,PTR,2008,2,2008,2,1
S1797_3S,PTR,2008,2,2008,3,0
S1797_3S,PTR,2007,2,2007,2,4
S1797_3S,PTR,2007,2,2007,3,4
S1797_3S,PTR,2007,2,2007,4,4
S1797_3S,PTR,2007,3,2007,3,3
S1797_3S,PTR,2007,3,2007,4,1
S1797_3S,ABA,2018,2,2018,2,1
S1797_3S,ABA,2018,2,2018,3,1
S1797_3S,ABA,2018,2,2018,4,0
S1797_3S,ABA,2017,1,2017,1,1
S1797_3S,ABA,2017,1,2017,2,1
S1797_3S,ABA,2017,1,2017,3,0
S1797_3S,ABA,2017,2,2017,2,12
S1797_3S,ABA,2017,2,2017,3,6
S1797_3S,ABA,2017,2,2017,4,2
S1797_3S,ABA,2014,2,2014,2,18
S1797_3S,ABA,2014,2,2014,3,11
S1797_3S,ABA,2014,2,2014,4,9
S1797_3S,ABA,2014,3,2014,3,2
S1797_3S,ABA,2014,3,2014,4,1
S1797_3S,ABA,2013,2,2013,2,1
S1797_3S,ABA,2013,2,2013,3,1
S1797_3S,ABA,2013,2,2013,4,1
S1797_3S,ABA,2013,3,2013,3,1
S1797_3S,ABA,2013,3,2013,4,1
S1797_3S,ABA,2012,2,2012,2,2
S1797_3S,ABA,2012,2,2012,3,1
S1797_3S,ABA,2012,2,2012,4,1
S1797_3S,ABA,2012,3,2012,3,3
S1797_3S,ABA,2012,3,2012,4,2
S1797_3S,ABA,2011,3,2011,3,1
S1797_3S,ABA,2011,3,2011,4,0
S1797_3S,ABA,2010,1,2010,1,1
S1797_3S,ABA,2010,1,2010,2,1
S1797_3S,ABA,2010,1,2010,3,1
S1797_3S,ABA,2010,1,2010,4,1
S1797_3S,ABA,2007,2,2007,2,18
S1797_3S,ABA,2007,2,2007,3,18
S1797_3S,ABA,2007,2,2007,4,12
S1797_3S,ABA,2007,3,2007,3,6
S1797_3S,ABA,2007,3,2007,4,4
S1797_3S,PGL,2017,1,2017,4,0
S1797_3S,PGL,2017,2,2017,2,1
S1797_3S,PGL,2017,2,2017,4,1
S1797_3S,PGL,2011,3,2011,3,3
S1797_3S,PGL,2011,3,2011,4,0
S1797_3S,PGL,2007,2,2007,2,3
S1797_3S,PGL,2007,2,2007,3,2
S1797_3S,PGL,2007,2,2007,4,0
S1797_3S,TOC,2017,1,2017,1,4
S1797_3S,TOC,2017,1,2017,2,3
S1797_3S,TOC,2017,1,2017,3,1
S1797_3S,TOC,2017,2,2017,2,6
S1797_3S,TOC,2017,2,2017,3,1
S1797_3S,TOC,2014,2,2014,2,6
S1797_3S,TOC,2014,2,2014,3,5
S1797_3S,TOC,2014,2,2014,4,5
S1797_3S,TOC,2014,3,2014,3,41
S1797_3S,TOC,2014,3,2014,4,1
S1797_3S,TOC,2011,2,2011,2,1
S1797_3S,TOC,2011,2,2011,3,1
S1797_3S,TOC,2011,2,2011,4,1
S1797_3S,TOC,2011,3,2011,3,8
S1797_3S,TOC,2011,3,2011,4,1
S1797_3S,TOC,2011,4,2011,4,1
S1797_3S,TOC,2007,2,2007,2,16
S1797_3S,TOC,2007,2,2007,3,15
S1797_3S,TOC,2007,2,2007,4,11
S1797_3S,TOC,2007,3,2007,3,4
S1797_3S,TOC,2007,3,2007,4,1
S1797_4N,PTR,2013,3,2013,3,1
S1797_4N,PTR,2013,3,2013,4,1
S1797_4N,PTR,2012,2,2012,2,1
S1797_4N,PTR,2012,2,2012,3,1
S1797_4N,PTR,2012,2,2012,4,0
S1797_4N,PTR,2011,3,2011,3,1
S1797_4N,PTR,2011,3,2011,4,1
S1797_4N,PTR,2010,3,2010,3,1
S1797_4N,PTR,2010,3,2010,4,1
S1797_4N,PTR,2008,2,2008,2,3
S1797_4N,PTR,2008,2,2008,3,3
S1797_4N,PTR,2008,2,2008,4,0
S1797_4N,ABA,2017,1,2017,1,1
S1797_4N,ABA,2017,1,2017,2,1
S1797_4N,ABA,2017,1,2017,3,1
S1797_4N,ABA,2017,1,2017,4,1
S1797_4N,ABA,2017,2,2017,2,19
S1797_4N,ABA,2017,2,2017,3,9
S1797_4N,ABA,2017,2,2017,4,7
S1797_4N,ABA,2014,2,2014,2,21
S1797_4N,ABA,2014,2,2014,3,21
S1797_4N,ABA,2014,2,2014,4,17
S1797_4N,ABA,2014,3,2014,3,2
S1797_4N,ABA,2014,3,2014,4,0
S1797_4N,ABA,2012,3,2012,3,1
S1797_4N,ABA,2012,3,2012,4,1
S1797_4N,ABA,2007,2,2007,2,9
S1797_4N,ABA,2007,2,2007,3,8
S1797_4N,ABA,2007,2,2007,4,5
S1797_4N,ABA,2007,3,2007,3,2
S1797_4N,ABA,2007,3,2007,4,0
S1797_4N,PGL,2017,2,2017,2,2
S1797_4N,PGL,2017,2,2017,3,1
S1797_4N,PGL,2017,2,2017,4,0
S1797_4N,PGL,2007,2,2007,2,5
S1797_4N,PGL,2007,2,2007,3,2
S1797_4N,PGL,2007,2,2007,4,0
S1797_4N,PGL,2007,3,2007,3,1
S1797_4N,PGL,2007,3,2007,4,0
S1797_4N,TOC,2017,1,2017,1,2
S1797_4N,TOC,2017,1,2017,2,0
S1797_4N,TOC,2017,2,2017,2,5
S1797_4N,TOC,2017,2,2017,3,5
S1797_4N,TOC,2017,2,2017,4,0
S1797_4N,TOC,2015,2,2015,2,1
S1797_4N,TOC,2015,2,2015,3,0
S1797_4N,TOC,2014,2,2014,2,1
S1797_4N,TOC,2014,2,2014,3,0
S1797_4N,TOC,2014,3,2014,3,2
S1797_4N,TOC,2014,3,2014,4,1
S1797_4N,TOC,2011,2,2011,2,5
S1797_4N,TOC,2011,2,2011,3,2
S1797_4N,TOC,2011,2,2011,4,0
S1797_4N,TOC,2011,3,2011,3,8
S1797_4N,TOC,2011,3,2011,4,1
S1797_4N,TOC,2007,2,2007,2,9
S1797_4N,TOC,2007,2,2007,3,7
S1797_4N,TOC,2007,2,2007,4,1
S1797_4S,BPA,2016,3,2016,3,5
S1797_4S,BPA,2016,3,2016,4,5
S1797_4S,BPA,2016,4,2016,4,3
S1797_4S,BPA,2011,3,2011,3,2
S1797_4S,BPA,2011,3,2011,4,1
S1797_4S,BPA,2007,3,2007,3,6
S1797_4S,BPA,2007,3,2007,4,6
S1797_4S,PTR,2018,2,2018,2,5
S1797_4S,PTR,2018,2,2018,3,2
S1797_4S,PTR,2018,2,2018,4,2
S1797_4S,PTR,2017,3,2017,3,3
S1797_4S,PTR,2017,3,2017,4,3
S1797_4S,PTR,2016,2,2016,2,10
S1797_4S,PTR,2016,2,2016,3,7
S1797_4S,PTR,2016,2,2016,4,5
S1797_4S,PTR,2016,3,2016,3,2
S1797_4S,PTR,2016,3,2016,4,1
S1797_4S,PTR,2015,2,2015,2,2
S1797_4S,PTR,2015,2,2015,3,1
S1797_4S,PTR,2015,2,2015,4,1
S1797_4S,PTR,2015,3,2015,3,3
S1797_4S,PTR,2015,3,2015,4,1
S1797_4S,PTR,2014,2,2014,2,10
S1797_4S,PTR,2014,2,2014,3,9
S1797_4S,PTR,2014,2,2014,4,2
S1797_4S,PTR,2013,2,2013,2,11
S1797_4S,PTR,2013,2,2013,3,11
S1797_4S,PTR,2013,2,2013,4,10
S1797_4S,PTR,2013,3,2013,3,5
S1797_4S,PTR,2013,3,2013,4,2
S1797_4S,PTR,2012,1,2012,1,3
S1797_4S,PTR,2012,1,2012,2,2
S1797_4S,PTR,2012,1,2012,3,2
S1797_4S,PTR,2012,1,2012,4,2
S1797_4S,PTR,2012,2,2012,2,6
S1797_4S,PTR,2012,2,2012,3,4
S1797_4S,PTR,2012,2,2012,4,4
S1797_4S,PTR,2012,3,2012,3,4
S1797_4S,PTR,2012,3,2012,4,1
S1797_4S,PTR,2011,2,2011,2,12
S1797_4S,PTR,2011,2,2011,3,6
S1797_4S,PTR,2011,2,2011,4,3
S1797_4S,PTR,2011,3,2011,3,1
S1797_4S,PTR,2011,3,2011,4,0
S1797_4S,PTR,2010,1,2010,1,6
S1797_4S,PTR,2010,1,2010,2,3
S1797_4S,PTR,2010,1,2010,3,2
S1797_4S,PTR,2010,1,2010,4,0
S1797_4S,PTR,2010,2,2010,2,4
S1797_4S,PTR,2010,2,2010,3,3
S1797_4S,PTR,2010,2,2010,4,0
S1797_4S,PTR,2010,3,2010,3,2
S1797_4S,PTR,2010,3,2010,4,0
S1797_4S,PTR,2009,2,2009,2,12
S1797_4S,PTR,2009,2,2009,3,8
S1797_4S,PTR,2009,2,2009,4,4
S1797_4S,PTR,2009,4,2009,4,1
S1797_4S,PTR,2008,2,2008,2,5
S1797_4S,PTR,2008,2,2008,3,3
S1797_4S,PTR,2008,2,2008,4,1
S1797_4S,PTR,2008,3,2008,3,5
S1797_4S,PTR,2008,3,2008,4,4
S1797_4S,PTR,2007,2,2007,2,18
S1797_4S,PTR,2007,2,2007,3,16
S1797_4S,PTR,2007,2,2007,4,16
S1797_4S,PTR,2007,3,2007,3,9
S1797_4S,PTR,2007,3,2007,4,9
S1797_4S,PTR,2007,4,2007,4,2
S1797_4S,ABA,2018,2,2018,2,1
S1797_4S,ABA,2018,2,2018,3,1
S1797_4S,ABA,2018,2,2018,4,1
S1797_4S,ABA,2017,2,2017,2,5
S1797_4S,ABA,2017,2,2017,3,4
S1797_4S,ABA,2017,2,2017,4,1
S1797_4S,ABA,2014,2,2014,2,10
S1797_4S,ABA,2014,2,2014,3,6
S1797_4S,ABA,2014,2,2014,4,5
S1797_4S,ABA,2014,3,2014,3,1
S1797_4S,ABA,2014,3,2014,4,0
S1797_4S,ABA,2012,2,2012,2,1
S1797_4S,ABA,2012,2,2012,3,1
S1797_4S,ABA,2012,2,2012,4,0
S1797_4S,ABA,2007,2,2007,2,6
S1797_4S,ABA,2007,2,2007,3,5
S1797_4S,ABA,2007,2,2007,4,5
S1797_4S,ABA,2007,3,2007,3,1
S1797_4S,ABA,2007,3,2007,4,1
S1797_4S,PGL,2017,1,2017,3,0
S1797_4S,PGL,2014,2,2014,2,4
S1797_4S,PGL,2014,2,2014,3,2
S1797_4S,PGL,2014,2,2014,4,1
S1797_4S,PGL,2011,3,2011,3,1
S1797_4S,PGL,2011,3,2011,4,1
S1797_4S,PGL,2007,2,2007,2,19
S1797_4S,PGL,2007,2,2007,3,14
S1797_4S,PGL,2007,2,2007,4,10
S1797_4S,PGL,2007,3,2007,3,1
S1797_4S,PGL,2007,3,2007,4,1
S1797_4S,TOC,2014,2,2014,2,5
S1797_4S,TOC,2014,2,2014,3,1
S1797_4S,TOC,2014,2,2014,4,1
S1797_4S,TOC,2014,3,2014,3,1
S1797_4S,TOC,2014,3,2014,4,0
S1797_4S,TOC,2011,2,2011,2,1
S1797_4S,TOC,2011,2,2011,3,1
S1797_4S,TOC,2011,2,2011,4,1
S1797_4S,TOC,2011,3,2011,3,3
S1797_4S,TOC,2011,3,2011,4,0
S1797_4S,TOC,2010,3,2010,3,1
S1797_4S,TOC,2010,3,2010,4,1
S1797_4S,TOC,2007,1,2007,1,6
S1797_4S,TOC,2007,1,2007,2,5
S1797_4S,TOC,2007,1,2007,3,4
S1797_4S,TOC,2007,1,2007,4,4
S1797_4S,TOC,2007,2,2007,2,66
S1797_4S,TOC,2007,2,2007,3,63
S1797_4S,TOC,2007,2,2007,4,59
S1797_4S,TOC,2007,3,2007,3,93
S1797_4S,TOC,2007,3,2007,4,69
S1797_5N,BPA,2016,3,2016,3,9
S1797_5N,BPA,2016,3,2016,4,6
S1797_5N,BPA,2016,4,2016,4,1
S1797_5N,BPA,2015,3,2015,3,1
S1797_5N,BPA,2015,3,2015,4,0
S1797_5N,ABA,2017,2,2017,2,6
S1797_5N,ABA,2017,2,2017,3,2
S1797_5N,ABA,2017,2,2017,4,2
S1797_5N,ABA,2017,3,2017,3,1
S1797_5N,ABA,2017,3,2017,4,1
S1797_5N,ABA,2014,2,2014,2,22
S1797_5N,ABA,2014,2,2014,3,21
S1797_5N,ABA,2014,2,2014,4,16
S1797_5N,ABA,2014,3,2014,3,1
S1797_5N,ABA,2014,3,2014,4,0
S1797_5N,ABA,2012,2,2012,2,2
S1797_5N,ABA,2012,2,2012,3,2
S1797_5N,ABA,2012,2,2012,4,2
S1797_5N,ABA,2012,3,2012,3,1
S1797_5N,ABA,2012,3,2012,4,1
S1797_5N,ABA,2011,2,2011,2,1
S1797_5N,ABA,2011,2,2011,3,1
S1797_5N,ABA,2011,2,2011,4,0
S1797_5N,ABA,2007,2,2007,2,10
S1797_5N,ABA,2007,2,2007,3,8
S1797_5N,ABA,2007,2,2007,4,8
S1797_5N,ABA,2007,3,2007,3,5
S1797_5N,ABA,2007,3,2007,4,3
S1797_5N,PGL,2018,3,2018,3,1
S1797_5N,PGL,2018,3,2018,4,0
S1797_5N,PGL,2011,2,2011,2,1
S1797_5N,PGL,2011,2,2011,3,0
S1797_5N,PGL,2011,2,2011,4,0
S1797_5N,TOC,2017,1,2017,1,3
S1797_5N,TOC,2017,1,2017,2,2
S1797_5N,TOC,2017,1,2017,3,2
S1797_5N,TOC,2017,1,2017,4,1
S1797_5N,TOC,2017,2,2017,2,2
S1797_5N,TOC,2017,2,2017,3,0
S1797_5N,TOC,2016,2,2016,2,1
S1797_5N,TOC,2016,2,2016,3,1
S1797_5N,TOC,2016,2,2016,4,1
S1797_5N,TOC,2014,2,2014,2,1
S1797_5N,TOC,2014,2,2014,3,0
S1797_5N,TOC,2014,3,2014,3,15
S1797_5N,TOC,2014,3,2014,4,8
S1797_5N,TOC,2014,4,2014,4,2
S1797_5N,TOC,2011,3,2011,3,8
S1797_5N,TOC,2011,3,2011,4,2
S1797_5N,TOC,2007,2,2007,2,26
S1797_5N,TOC,2007,2,2007,3,16
S1797_5N,TOC,2007,2,2007,4,4
S1797_5N,TOC,2007,3,2007,3,12
S1797_5S,BPA,2011,3,2011,3,3
S1797_5S,BPA,2011,3,2011,4,0
S1797_5S,BPA,2007,3,2007,3,5
S1797_5S,BPA,2007,3,2007,4,0
S1797_5S,PTR,2018,2,2018,2,3
S1797_5S,PTR,2018,2,2018,3,2
S1797_5S,PTR,2018,2,2018,4,2
S1797_5S,PTR,2018,3,2018,3,1
S1797_5S,PTR,2018,3,2018,4,1
S1797_5S,PTR,2018,4,2018,4,1
S1797_5S,PTR,2017,1,2017,1,1
S1797_5S,PTR,2017,1,2017,2,1
S1797_5S,PTR,2017,1,2017,3,0
S1797_5S,PTR,2017,2,2017,2,1
S1797_5S,PTR,2017,2,2017,3,0
S1797_5S,PTR,2017,3,2017,3,2
S1797_5S,PTR,2017,3,2017,4,2
S1797_5S,PTR,2016,2,2016,2,7
S1797_5S,PTR,2016,2,2016,3,3
S1797_5S,PTR,2016,2,2016,4,2
S1797_5S,PTR,2015,2,2015,2,5
S1797_5S,PTR,2015,2,2015,3,4
S1797_5S,PTR,2015,2,2015,4,3
S1797_5S,PTR,2015,3,2015,3,6
S1797_5S,PTR,2015,3,2015,4,2
S1797_5S,PTR,2014,2,2014,2,3
S1797_5S,PTR,2014,2,2014,3,0
S1797_5S,PTR,2014,3,2014,3,1
S1797_5S,PTR,2014,3,2014,4,0
S1797_5S,PTR,2013,2,2013,2,1
S1797_5S,PTR,2013,2,2013,3,0
S1797_5S,PTR,2013,3,2013,3,3
S1797_5S,PTR,2013,3,2013,4,3
S1797_5S,PTR,2012,2,2012,2,3
S1797_5S,PTR,2012,2,2012,3,3
S1797_5S,PTR,2012,2,2012,4,3
S1797_5S,PTR,2012,3,2012,3,1
S1797_5S,PTR,2012,3,2012,4,1
S1797_5S,PTR,2011,2,2011,2,1
S1797_5S,PTR,2011,2,2011,3,0
S1797_5S,PTR,2011,2,2011,4,0
S1797_5S,PTR,2011,3,2011,3,1
S1797_5S,PTR,2011,3,2011,4,1
S1797_5S,PTR,2010,3,2010,3,1
S1797_5S,PTR,2010,3,2010,4,0
S1797_5S,PTR,2008,2,2008,2,2
S1797_5S,PTR,2008,2,2008,3,1
S1797_5S,PTR,2008,2,2008,4,1
S1797_5S,PTR,2007,2,2007,2,9
S1797_5S,PTR,2007,2,2007,3,9
S1797_5S,PTR,2007,2,2007,4,5
S1797_5S,ABA,2017,2,2017,2,4
S1797_5S,ABA,2017,2,2017,3,1
S1797_5S,ABA,2017,2,2017,4,1
S1797_5S,ABA,2017,3,2017,3,1
S1797_5S,ABA,2017,3,2017,4,0
S1797_5S,ABA,2014,2,2014,2,4
S1797_5S,ABA,2014,2,2014,3,3
S1797_5S,ABA,2012,2,2012,2,1
S1797_5S,ABA,2012,2,2012,3,1
S1797_5S,ABA,2012,2,2012,4,0
S1797_5S,ABA,2012,3,2012,3,1
S1797_5S,ABA,2012,3,2012,4,1
S1797_5S,ABA,2007,2,2007,2,5
S1797_5S,ABA,2007,2,2007,3,4
S1797_5S,ABA,2007,2,2007,4,2
S1797_5S,ABA,2007,3,2007,3,1
S1797_5S,ABA,2007,3,2007,4,1
S1797_5S,PGL,2011,3,2011,3,3
S1797_5S,PGL,2011,3,2011,4,1
S1797_5S,PGL,2007,2,2007,2,6
S1797_5S,PGL,2007,2,2007,3,5
S1797_5S,PGL,2007,2,2007,4,1
S1797_5S,PGL,2007,3,2007,3,1
S1797_5S,PGL,2007,3,2007,4,1
S1797_5S,TOC,2017,2,2017,2,3
S1797_5S,TOC,2017,2,2017,3,0
S1797_5S,TOC,2014,3,2014,3,6
S1797_5S,TOC,2014,3,2014,4,2
S1797_5S,TOC,2014,4,2014,4,1
S1797_5S,TOC,2011,3,2011,3,1
S1797_5S,TOC,2011,3,2011,4,0
S1797_5S,TOC,2010,3,2010,3,3
S1797_5S,TOC,2010,3,2010,4,0
S1797_5S,TOC,2007,2,2007,2,46
S1797_5S,TOC,2007,2,2007,3,43
S1797_5S,TOC,2007,2,2007,4,32
S1797_5S,TOC,2007,3,2007,3,45
S1797_5S,TOC,2007,3,2007,4,4
S1797_6N,TCA,2007,2,2007,2,1
S1797_6N,TCA,2007,2,2007,3,1
S1797_6N,TCA,2007,2,2007,4,1
S1797_6N,BPA,2016,3,2016,3,6
S1797_6N,BPA,2016,3,2016,4,0
S1797_6N,BPA,2011,2,2011,2,2
S1797_6N,BPA,2011,2,2011,3,0
S1797_6N,BPA,2011,2,2011,4,0
S1797_6N,BPA,2007,2,2007,2,1
S1797_6N,BPA,2007,2,2007,3,1
S1797_6N,BPA,2007,2,2007,4,1
S1797_6N,ABA,2017,2,2017,2,3
S1797_6N,ABA,2017,2,2017,3,2
S1797_6N,ABA,2017,2,2017,4,2
S1797_6N,ABA,2014,2,2014,2,7
S1797_6N,ABA,2014,2,2014,3,7
S1797_6N,ABA,2014,2,2014,4,5
S1797_6N,ABA,2014,3,2014,3,1
